episode_name|episode_link|episode_season
Forgive and Regret|https://simpsonswiki.com/wiki/Forgive_and_Regret|29
Left Behind|https://simpsonswiki.com/wiki/Left_Behind|29
Throw Grampa from the Dane|https://simpsonswiki.com/wiki/Throw_Grampa_from_the_Dane|29
Flanders' Ladder|https://simpsonswiki.com/wiki/Flanders%27_Ladder|29
Bart's Not Dead|https://simpsonswiki.com/wiki/Bart%27s_Not_Dead|30
Heartbreak Hotel|https://simpsonswiki.com/wiki/Heartbreak_Hotel|30
My Way or the Highway to Heaven|https://simpsonswiki.com/wiki/My_Way_or_the_Highway_to_Heaven|30
Treehouse of Horror XXIX|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXIX|30
Baby You Can't Drive My Car|https://simpsonswiki.com/wiki/Baby_You_Can%27t_Drive_My_Car|30
From Russia Without Love|https://simpsonswiki.com/wiki/From_Russia_Without_Love|30
Werking Mom|https://simpsonswiki.com/wiki/Werking_Mom|30
Krusty the Clown|https://simpsonswiki.com/wiki/Krusty_the_Clown_(episode)|30
Daddicus Finch|https://simpsonswiki.com/wiki/Daddicus_Finch|30
'Tis the 30th Season|https://simpsonswiki.com/wiki/%27Tis_the_30th_Season|30
Mad About the Toy|https://simpsonswiki.com/wiki/Mad_About_the_Toy|30
The Girl on the Bus|https://simpsonswiki.com/wiki/The_Girl_on_the_Bus|30
I'm Dancing as Fat as I Can|https://simpsonswiki.com/wiki/I%27m_Dancing_as_Fat_as_I_Can|30
The Clown Stays in the Picture|https://simpsonswiki.com/wiki/The_Clown_Stays_in_the_Picture|30
101 Mitigations|https://simpsonswiki.com/wiki/101_Mitigations|30
I Want You (She's So Heavy)|https://simpsonswiki.com/wiki/I_Want_You_(She%27s_So_Heavy)|30
E My Sports|https://simpsonswiki.com/wiki/E_My_Sports|30
Bart vs. Itchy & Scratchy|https://simpsonswiki.com/wiki/Bart_vs._Itchy_%26_Scratchy|30
Girl's in the Band|https://simpsonswiki.com/wiki/Girl%27s_in_the_Band|30
I'm Just a Girl Who Can't Say D'oh|https://simpsonswiki.com/wiki/I%27m_Just_a_Girl_Who_Can%27t_Say_D%27oh|30
D'oh Canada|https://simpsonswiki.com/wiki/D%27oh_Canada|30
Woo-Hoo Dunnit?|https://simpsonswiki.com/wiki/Woo-Hoo_Dunnit%3F|30
Crystal Blue-Haired Persuasion|https://simpsonswiki.com/wiki/Crystal_Blue-Haired_Persuasion|30
The Winter of Our Monetized Content|https://simpsonswiki.com/wiki/The_Winter_of_Our_Monetized_Content|31
Go Big or Go Homer|https://simpsonswiki.com/wiki/Go_Big_or_Go_Homer|31
The Fat Blue Line|https://simpsonswiki.com/wiki/The_Fat_Blue_Line|31
Treehouse of Horror XXX|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXX|31
Gorillas on the Mast|https://simpsonswiki.com/wiki/Gorillas_on_the_Mast|31
Marge the Lumberjill|https://simpsonswiki.com/wiki/Marge_the_Lumberjill|31
Livin La Pura Vida|https://simpsonswiki.com/wiki/Livin_La_Pura_Vida|31
Thanksgiving of Horror|https://simpsonswiki.com/wiki/Thanksgiving_of_Horror|31
Todd, Todd, Why Hast Thou Forsaken Me?|https://simpsonswiki.com/wiki/Todd,_Todd,_Why_Hast_Thou_Forsaken_Me%3F|31
Bobby, It's Cold Outside|https://simpsonswiki.com/wiki/Bobby,_It%27s_Cold_Outside|31
Hail to the Teeth|https://simpsonswiki.com/wiki/Hail_to_the_Teeth|31
The Miseducation of Lisa Simpson|https://simpsonswiki.com/wiki/The_Miseducation_of_Lisa_Simpson|31
Frinkcoin|https://simpsonswiki.com/wiki/Frinkcoin|31
Bart the Bad Guy|https://simpsonswiki.com/wiki/Bart_the_Bad_Guy|31
Screenless|https://simpsonswiki.com/wiki/Screenless|31
Better Off Ned|https://simpsonswiki.com/wiki/Better_Off_Ned|31
Highway to Well|https://simpsonswiki.com/wiki/Highway_to_Well|31
The Incredible Lightness of Being a Baby|https://simpsonswiki.com/wiki/The_Incredible_Lightness_of_Being_a_Baby|31
Warrin' Priests: Part One|https://simpsonswiki.com/wiki/Warrin%27_Priests:_Part_One|31
Warrin' Priests: Part Two|https://simpsonswiki.com/wiki/Warrin%27_Priests:_Part_Two|31
The Hateful Eight-Year-Olds|https://simpsonswiki.com/wiki/The_Hateful_Eight-Year-Olds|31
The Way of the Dog|https://simpsonswiki.com/wiki/The_Way_of_the_Dog|31
Undercover Burns|https://simpsonswiki.com/wiki/Undercover_Burns|32
I, Carumbus|https://simpsonswiki.com/wiki/I,_Carumbus|32
Now Museum, Now You Don't|https://simpsonswiki.com/wiki/Now_Museum,_Now_You_Don%27t|32
Treehouse of Horror XXXI|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXXI|32
The 7 Beer Itch|https://simpsonswiki.com/wiki/The_7_Beer_Itch|32
Podcast News|https://simpsonswiki.com/wiki/Podcast_News|32
Three Dreams Denied|https://simpsonswiki.com/wiki/Three_Dreams_Denied|32
The Road to Cincinnati|https://simpsonswiki.com/wiki/The_Road_to_Cincinnati|32
Sorry Not Sorry|https://simpsonswiki.com/wiki/Sorry_Not_Sorry|32
A Springfield Summer Christmas for Christmas|https://simpsonswiki.com/wiki/A_Springfield_Summer_Christmas_for_Christmas|32
The Dad-Feelings Limited|https://simpsonswiki.com/wiki/The_Dad-Feelings_Limited|32
Diary Queen|https://simpsonswiki.com/wiki/Diary_Queen|32
Wad Goals|https://simpsonswiki.com/wiki/Wad_Goals|32
Yokel Hero|https://simpsonswiki.com/wiki/Yokel_Hero|32
Do PizzaBots Dream of Electric Guitars?|https://simpsonswiki.com/wiki/Do_PizzaBots_Dream_of_Electric_Guitars%3F|32
Manger Things|https://simpsonswiki.com/wiki/Manger_Things|32
Uncut Femmes|https://simpsonswiki.com/wiki/Uncut_Femmes|32
Burger Kings|https://simpsonswiki.com/wiki/Burger_Kings|32
Panic on the Streets of Springfield|https://simpsonswiki.com/wiki/Panic_on_the_Streets_of_Springfield|32
Mother and Child Reunion|https://simpsonswiki.com/wiki/Mother_and_Child_Reunion|32
The Man from G.R.A.M.P.A.|https://simpsonswiki.com/wiki/The_Man_from_G.R.A.M.P.A.|32
The Last Barfighter|https://simpsonswiki.com/wiki/The_Last_Barfighter|32
The Star of the Backstage|https://simpsonswiki.com/wiki/The_Star_of_the_Backstage|33
Bart's in Jail!|https://simpsonswiki.com/wiki/Bart%27s_in_Jail!|33
Treehouse of Horror XXXII|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXXII|33
The Wayz We Were|https://simpsonswiki.com/wiki/The_Wayz_We_Were|33
Lisa's Belly|https://simpsonswiki.com/wiki/Lisa%27s_Belly|33
A Serious Flanders (Part 1)|https://simpsonswiki.com/wiki/A_Serious_Flanders_(Part_1)|33
A Serious Flanders (Part 2)|https://simpsonswiki.com/wiki/A_Serious_Flanders_(Part_2)|33
Portrait of a Lackey on Fire|https://simpsonswiki.com/wiki/Portrait_of_a_Lackey_on_Fire|33
Mothers and Other Strangers|https://simpsonswiki.com/wiki/Mothers_and_Other_Strangers|33
A Made Maggie|https://simpsonswiki.com/wiki/A_Made_Maggie|33
The Longest Marge|https://simpsonswiki.com/wiki/The_Longest_Marge|33
Pixelated and Afraid|https://simpsonswiki.com/wiki/Pixelated_and_Afraid|33
Boyz N the Highlands|https://simpsonswiki.com/wiki/Boyz_N_the_Highlands|33
You Won't Believe What This Episode Is About – Act Three Will Shock You!|https://simpsonswiki.com/wiki/You_Won%27t_Believe_What_This_Episode_Is_About_%E2%80%93_Act_Three_Will_Shock_You!|33
Bart the Cool Kid|https://simpsonswiki.com/wiki/Bart_the_Cool_Kid|33
Pretty Whittle Liar|https://simpsonswiki.com/wiki/Pretty_Whittle_Liar|33
The Sound of Bleeding Gums|https://simpsonswiki.com/wiki/The_Sound_of_Bleeding_Gums|33
My Octopus and a Teacher|https://simpsonswiki.com/wiki/My_Octopus_and_a_Teacher|33
Girls Just Shauna Have Fun|https://simpsonswiki.com/wiki/Girls_Just_Shauna_Have_Fun|33
Marge the Meanie|https://simpsonswiki.com/wiki/Marge_the_Meanie|33
Meat Is Murder|https://simpsonswiki.com/wiki/Meat_Is_Murder|33
Poorhouse Rock|https://simpsonswiki.com/wiki/Poorhouse_Rock|33
Habeas Tortoise|https://simpsonswiki.com/wiki/Habeas_Tortoise|34
One Angry Lisa|https://simpsonswiki.com/wiki/One_Angry_Lisa|34
Lisa the Boy Scout|https://simpsonswiki.com/wiki/Lisa_the_Boy_Scout|34
The King of Nice|https://simpsonswiki.com/wiki/The_King_of_Nice|34
Not It|https://simpsonswiki.com/wiki/Not_It|34
Treehouse of Horror XXXIII|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXXIII|34
From Beer to Paternity|https://simpsonswiki.com/wiki/From_Beer_to_Paternity|34
Step Brother from the Same Planet|https://simpsonswiki.com/wiki/Step_Brother_from_the_Same_Planet|34
When Nelson Met Lisa|https://simpsonswiki.com/wiki/When_Nelson_Met_Lisa|34
Game Done Changed|https://simpsonswiki.com/wiki/Game_Done_Changed|34
Top Goon|https://simpsonswiki.com/wiki/Top_Goon|34
My Life as a Vlog|https://simpsonswiki.com/wiki/My_Life_as_a_Vlog|34
The Many Saints of Springfield|https://simpsonswiki.com/wiki/The_Many_Saints_of_Springfield|34
Carl Carlson Rides Again|https://simpsonswiki.com/wiki/Carl_Carlson_Rides_Again|34
Bartless|https://simpsonswiki.com/wiki/Bartless|34
Hostile Kirk Place|https://simpsonswiki.com/wiki/Hostile_Kirk_Place|34
Pin Gal|https://simpsonswiki.com/wiki/Pin_Gal|34
Fan-ily Feud|https://simpsonswiki.com/wiki/Fan-ily_Feud|34
Write Off This Episode|https://simpsonswiki.com/wiki/Write_Off_This_Episode|34
The Very Hungry Caterpillars|https://simpsonswiki.com/wiki/The_Very_Hungry_Caterpillars|34
Clown V. Board of Education|https://simpsonswiki.com/wiki/Clown_V._Board_of_Education|34
Homer's Adventures Through the Windshield Glass|https://simpsonswiki.com/wiki/Homer%27s_Adventures_Through_the_Windshield_Glass|34
Homer's Crossing|https://simpsonswiki.com/wiki/Homer%27s_Crossing|35
A Mid-Childhood Night's Dream|https://simpsonswiki.com/wiki/A_Mid-Childhood_Night%27s_Dream|35
McMansion & Wife|https://simpsonswiki.com/wiki/McMansion_%26_Wife|35
Thirst Trap: A Corporate Love Story|https://simpsonswiki.com/wiki/Thirst_Trap:_A_Corporate_Love_Story|35
Treehouse of Horror XXXIV|https://simpsonswiki.com/wiki/Treehouse_of_Horror_XXXIV|35
Iron Marge|https://simpsonswiki.com/wiki/Iron_Marge|35
It's a Blunderful Life|https://simpsonswiki.com/wiki/It%27s_a_Blunderful_Life|35
Ae Bonny Romance|https://simpsonswiki.com/wiki/Ae_Bonny_Romance|35
Murder, She Boat|https://simpsonswiki.com/wiki/Murder,_She_Boat|35
Do the Wrong Thing|https://simpsonswiki.com/wiki/Do_the_Wrong_Thing|35
Frinkenstein's Monster|https://simpsonswiki.com/wiki/Frinkenstein%27s_Monster|35
Lisa Gets an F1|https://simpsonswiki.com/wiki/Lisa_Gets_an_F1|35
Clan of the Cave Mom|https://simpsonswiki.com/wiki/Clan_of_the_Cave_Mom|35
Night of the Living Wage|https://simpsonswiki.com/wiki/Night_of_the_Living_Wage|35
Cremains of the Day|https://simpsonswiki.com/wiki/Cremains_of_the_Day|35
TBA|https://simpsonswiki.com/wiki/TBA|35
TBA|https://simpsonswiki.com/wiki/TBA|35
TBA|https://simpsonswiki.com/wiki/TBA|35
